Charger1
Time,I[kA],P[MW],E[MWh]
2025-01-07T19:45:00,-12.77,-62.73,-2.25
2025-01-07T20:00:00,-12.77,-62.73,-2.25
2025-01-07T20:15:00,-12.77,-62.73,-2.25
2025-01-07T20:30:00,-12.77,-62.73,-2.25
2025-01-08T18:30:00,-12.84,-62.73,-6.30
2025-01-08T18:45:00,-12.84,-62.73,-6.30
2025-01-08T19:00:00,-12.84,-62.73,-6.30
2025-01-08T19:15:00,-12.84,-62.73,-6.30
2025-01-08T19:30:00,-12.84,-62.73,-6.30
2025-01-08T20:15:00,-12.85,-62.71,-7.75
2025-01-08T20:30:00,-12.85,-62.71,-7.75
2025-01-08T20:45:00,-12.85,-62.71,-7.75
2025-01-08T21:00:00,-12.85,-62.71,-7.75
2025-01-08T21:15:00,-12.78,-62.70,-2.32
2025-01-08T21:30:00,-12.78,-62.70,-2.32
2025-01-08T21:45:00,-12.78,-62.70,-2.32
2025-01-08T22:00:00,-12.78,-62.70,-2.32
2025-01-08T22:15:00,-12.78,-62.70,-2.32
2025-01-08T22:30:00,-12.78,-62.70,-2.32
2025-01-08T22:45:00,-12.78,-62.70,-2.32
2025-01-08T23:00:00,-12.78,-62.70,-2.32
2025-01-08T23:15:00,-12.78,-62.70,-2.32
2025-01-09T16:30:00,-30.96,-6.85,-9.15
2025-01-09T16:45:00,-30.96,-6.85,-9.15
2025-01-09T17:00:00,-30.96,-6.85,-9.15
2025-01-09T17:15:00,-30.96,-6.85,-9.15
2025-01-09T17:30:00,-30.96,-6.85,-9.15
2025-01-09T17:45:00,-30.96,-6.85,-9.15
2025-01-09T18:15:00,-12.85,-62.69,-4.66
2025-01-09T18:30:00,-12.85,-62.69,-4.66
2025-01-09T18:45:00,-12.85,-62.69,-4.66
2025-01-09T19:00:00,-12.85,-62.69,-4.66
2025-01-09T19:15:00,-20.97,-64.46,-9.81
2025-01-09T19:30:00,-20.97,-64.46,-9.81
2025-01-09T19:45:00,-8.12,-1.77,-5.15
2025-01-09T20:00:00,-8.12,-1.77,-5.15
2025-01-09T20:15:00,-8.12,-1.77,-5.15
2025-01-09T20:30:00,-8.12,-1.77,-5.15
2025-01-09T20:45:00,-8.12,-1.77,-5.15
2025-01-09T21:00:00,-8.12,-1.77,-5.15
2025-01-09T21:15:00,-28.72,-66.20,-11.34
2025-01-09T21:30:00,-28.72,-66.20,-11.34
2025-01-09T21:45:00,-28.72,-66.20,-11.34
2025-01-09T22:00:00,-28.72,-66.20,-11.34
2025-01-09T22:15:00,-28.72,-66.20,-11.34
2025-01-09T22:30:00,-28.72,-66.20,-11.34
2025-01-09T22:45:00,-28.72,-66.20,-11.34
2025-01-09T23:00:00,-28.72,-66.20,-11.34
2025-01-09T23:15:00,-28.72,-66.20,-11.34
2025-01-09T23:30:00,-28.72,-66.20,-11.34
2025-01-09T23:45:00,-12.91,-62.69,-4.59
2025-01-10T00:15:00,-12.82,-62.72,-3.40
2025-01-10T00:30:00,-12.82,-62.72,-3.40
2025-01-10T00:45:00,-12.82,-62.72,-3.40
2025-01-10T01:00:00,-12.82,-62.72,-3.40
2025-01-10T01:15:00,-12.82,-62.72,-3.40
2025-01-10T01:30:00,-12.82,-62.72,-3.40
2025-01-10T01:45:00,-12.82,-62.72,-3.40
2025-01-10T02:00:00,-12.82,-62.72,-3.40
2025-01-10T02:15:00,-12.82,-62.72,-3.40
2025-01-10T02:30:00,-12.82,-62.72,-3.40
2025-01-10T02:45:00,-12.82,-62.72,-3.40
2025-01-10T03:00:00,-12.82,-62.72,-3.40
2025-01-10T03:15:00,-12.82,-62.72,-3.40
2025-01-10T03:30:00,-12.82,-62.72,-3.40
2025-01-10T03:45:00,-12.82,-62.72,-3.40
2025-01-10T04:00:00,-12.82,-62.72,-3.40
2025-01-10T04:15:00,-12.82,-62.72,-3.40
2025-01-10T10:00:00,-8.06,-1.75,-7.77
2025-01-10T10:15:00,-8.06,-1.75,-7.77
2025-01-10T10:30:00,-8.06,-1.75,-7.77
2025-01-10T10:45:00,-8.06,-1.75,-7.77
2025-01-10T11:00:00,-8.06,-1.75,-7.77
2025-01-10T11:15:00,-8.06,-1.75,-7.77
2025-01-10T11:30:00,-8.06,-1.75,-7.77
2025-01-10T11:45:00,-8.06,-1.75,-7.77
2025-01-10T12:00:00,-8.06,-1.75,-7.77
2025-01-10T12:15:00,-8.06,-1.75,-7.77
2025-01-10T12:30:00,-8.06,-1.75,-7.77
2025-01-10T12:45:00,-8.06,-1.75,-7.77
2025-01-10T13:00:00,-8.06,-1.75,-7.77
2025-01-10T13:15:00,-8.06,-1.75,-7.77
2025-01-10T13:30:00,-8.06,-1.75,-7.77
2025-01-10T13:45:00,-8.06,-1.75,-7.77
2025-01-10T14:00:00,-8.06,-1.75,-7.77
2025-01-10T14:15:00,-8.06,-1.75,-7.77
2025-01-10T14:30:00,-8.06,-1.75,-7.77
2025-01-10T16:00:00,-15.54,-3.43,-17.01
2025-01-10T16:15:00,-15.54,-3.43,-17.01
2025-01-10T16:30:00,-15.54,-3.43,-17.01
2025-01-10T17:00:00,-15.63,-3.46,-8.95
2025-01-10T17:15:00,-15.63,-3.46,-8.95
2025-01-10T17:30:00,-15.63,-3.46,-8.95
2025-01-10T17:45:00,-15.63,-3.46,-8.95
2025-01-10T18:15:00,-12.78,-62.71,-3.40
2025-01-10T18:30:00,-12.78,-62.71,-3.40
2025-01-10T18:45:00,-12.78,-62.71,-3.40
2025-01-10T19:00:00,-12.78,-62.71,-3.40
2025-01-10T19:15:00,-12.78,-62.71,-3.40
2025-01-10T19:30:00,-12.78,-62.71,-3.40
2025-01-10T19:45:00,-12.78,-62.71,-3.40
2025-01-10T20:00:00,-12.78,-62.71,-3.40
2025-01-10T20:15:00,-12.78,-62.71,-3.40
2025-01-10T20:30:00,-12.78,-62.71,-3.40
2025-01-10T20:45:00,-12.78,-62.71,-3.40
2025-01-10T21:00:00,-12.78,-62.71,-3.40
2025-01-10T21:15:00,-12.83,-62.70,-8.52
2025-01-10T21:30:00,-12.83,-62.70,-8.52
2025-01-10T21:45:00,-12.83,-62.70,-8.52
2025-01-10T22:00:00,-12.83,-62.70,-8.52
2025-01-11T09:30:00,-15.38,-3.42,-2.27
2025-01-11T09:45:00,-15.38,-3.42,-2.27
2025-01-11T10:00:00,-15.38,-3.42,-2.27
2025-01-11T10:15:00,-15.38,-3.42,-2.27
2025-01-11T10:30:00,-15.38,-3.42,-2.27
2025-01-11T10:45:00,-15.38,-3.42,-2.27
2025-01-11T11:00:00,-15.38,-3.42,-2.27
2025-01-11T11:15:00,-15.38,-3.42,-2.27
2025-01-11T11:30:00,-15.38,-3.42,-2.27
2025-01-11T11:45:00,-15.38,-3.42,-2.27
2025-01-11T12:00:00,-15.38,-3.42,-2.27
2025-01-11T12:15:00,-15.38,-3.42,-2.27
2025-01-11T12:30:00,-15.38,-3.42,-2.27
2025-01-11T12:45:00,-15.38,-3.42,-2.27
2025-01-11T13:00:00,-15.38,-3.42,-2.27
2025-01-11T13:15:00,-15.38,-3.42,-2.27
2025-01-11T13:30:00,-15.38,-3.42,-2.27
2025-01-11T20:45:00,-15.38,-3.38,-14.81
2025-01-11T21:00:00,-15.38,-3.38,-14.81
2025-01-11T21:15:00,-15.55,-3.43,-0.99
2025-01-11T21:30:00,-15.55,-3.43,-0.99
2025-01-11T21:45:00,-15.55,-3.43,-0.99
2025-01-11T22:00:00,-15.55,-3.43,-0.99
2025-01-11T22:15:00,-15.55,-3.43,-0.99
2025-01-11T22:30:00,-15.55,-3.43,-0.99
2025-01-11T22:45:00,-15.55,-3.43,-0.99
2025-01-11T23:00:00,-15.55,-3.43,-0.99
2025-01-11T23:15:00,-15.55,-3.43,-0.99
2025-01-11T23:30:00,-15.55,-3.43,-0.99
2025-01-11T23:45:00,-15.55,-3.43,-0.99
2025-01-12T00:15:00,-15.49,-3.40,-10.10
2025-01-12T00:30:00,-15.49,-3.40,-10.10
2025-01-12T00:45:00,-15.49,-3.40,-10.10
2025-01-12T01:00:00,-15.49,-3.40,-10.10
2025-01-12T01:15:00,-15.49,-3.40,-10.10
2025-01-12T01:30:00,-15.49,-3.40,-10.10
2025-01-12T01:45:00,-15.49,-3.40,-10.10
2025-01-12T02:00:00,-15.49,-3.40,-10.10
2025-01-12T02:15:00,-15.49,-3.40,-10.10
2025-01-12T02:30:00,-15.49,-3.40,-10.10
2025-01-12T02:45:00,-15.49,-3.40,-10.10
2025-01-12T03:00:00,-15.49,-3.40,-10.10
2025-01-12T03:15:00,-15.49,-3.40,-10.10
2025-01-12T03:30:00,-15.49,-3.40,-10.10
2025-01-12T03:45:00,-15.49,-3.40,-10.10
2025-01-12T04:00:00,-15.49,-3.40,-10.10
2025-01-12T04:15:00,-15.49,-3.40,-10.10
2025-01-12T04:30:00,-15.49,-3.40,-10.10
2025-01-12T04:45:00,-15.49,-3.40,-10.10
2025-01-12T05:00:00,-15.49,-3.40,-10.10
2025-01-12T19:30:00,-15.35,-3.37,-16.22
2025-01-12T19:45:00,-15.35,-3.37,-16.22
2025-01-12T20:00:00,-15.35,-3.37,-16.22
2025-01-12T20:15:00,-15.35,-3.37,-16.22
2025-01-12T20:30:00,-15.35,-3.37,-16.22
2025-01-13T20:00:00,-15.81,-3.50,-4.95
2025-01-13T20:15:00,-15.81,-3.50,-4.95
2025-01-13T20:30:00,-15.81,-3.50,-4.95
2025-01-13T20:45:00,-15.81,-3.50,-4.95
2025-01-13T21:00:00,-15.81,-3.50,-4.95
2025-01-13T21:15:00,-8.12,-1.80,-1.83
2025-01-13T21:30:00,-8.12,-1.80,-1.83
2025-01-13T21:45:00,-8.12,-1.80,-1.83
2025-01-13T22:00:00,-8.12,-1.80,-1.83
2025-01-13T22:15:00,-8.12,-1.80,-1.83
2025-01-13T22:30:00,-8.12,-1.80,-1.83
2025-01-13T22:45:00,-8.12,-1.80,-1.83
2025-01-13T23:00:00,-8.12,-1.80,-1.83
2025-01-13T23:15:00,-8.12,-1.80,-1.83
2025-01-13T23:30:00,-8.12,-1.80,-1.83
2025-01-13T23:45:00,-8.12,-1.80,-1.83
2025-01-14T00:15:00,-8.12,-1.78,-5.28
2025-01-14T00:30:00,-8.12,-1.78,-5.28
2025-01-14T00:45:00,-8.12,-1.78,-5.28
2025-01-14T01:00:00,-8.12,-1.78,-5.28
2025-01-14T01:15:00,-8.12,-1.78,-5.28
2025-01-14T01:30:00,-8.12,-1.78,-5.28
2025-01-14T01:45:00,-8.12,-1.78,-5.28
2025-01-14T02:00:00,-8.12,-1.78,-5.28
2025-01-14T02:15:00,-8.12,-1.78,-5.28
2025-01-14T02:30:00,-8.12,-1.78,-5.28
2025-01-14T02:45:00,-8.12,-1.78,-5.28
2025-01-14T03:00:00,-8.12,-1.78,-5.28
2025-01-14T03:15:00,-8.12,-1.78,-5.28
2025-01-14T13:15:00,-8.12,-1.79,-5.31
2025-01-14T13:30:00,-8.12,-1.79,-5.31
2025-01-14T13:45:00,-8.12,-1.79,-5.31
2025-01-14T14:00:00,-8.12,-1.79,-5.31
2025-01-14T14:15:00,-8.12,-1.79,-5.31
2025-01-14T14:30:00,-8.12,-1.79,-5.31
2025-01-14T14:45:00,-8.12,-1.79,-5.31
2025-01-14T19:30:00,-8.04,-1.77,-2.86
2025-01-14T19:45:00,-8.04,-1.77,-2.86
2025-01-14T20:00:00,-8.04,-1.77,-2.86
2025-01-14T20:15:00,-16.06,-3.51,-8.85
2025-01-14T20:30:00,-16.06,-3.51,-8.85
2025-01-14T20:45:00,-16.06,-3.51,-8.85
2025-01-14T21:00:00,-16.06,-3.51,-8.85
2025-01-14T21:15:00,-16.16,-3.58,-4.38
2025-01-14T21:30:00,-16.16,-3.58,-4.38
2025-01-14T21:45:00,-16.16,-3.58,-4.38
2025-01-14T22:00:00,-16.16,-3.58,-4.38
2025-01-14T22:15:00,-16.16,-3.58,-4.38
2025-01-14T22:30:00,-16.16,-3.58,-4.38
2025-01-14T22:45:00,-16.16,-3.58,-4.38
2025-01-14T23:00:00,-16.16,-3.58,-4.38
2025-01-14T23:15:00,-16.16,-3.58,-4.38
2025-01-14T23:30:00,-16.16,-3.58,-4.38
2025-01-14T23:45:00,-16.16,-3.58,-4.38
2025-01-15T00:15:00,-16.17,-3.54,-10.52
2025-01-15T00:30:00,-16.17,-3.54,-10.52
2025-01-15T00:45:00,-16.17,-3.54,-10.52
2025-01-15T01:00:00,-16.17,-3.54,-10.52
2025-01-15T01:15:00,-16.17,-3.54,-10.52
2025-01-15T01:30:00,-8.12,-1.77,-5.27
2025-01-15T01:45:00,-8.12,-1.77,-5.27
2025-01-15T02:00:00,-8.12,-1.77,-5.27
2025-01-15T19:30:00,-7.85,-1.70,-2.20
2025-01-15T19:45:00,-7.85,-1.70,-2.20
2025-01-15T20:00:00,-7.85,-1.70,-2.20
2025-01-15T20:15:00,-7.85,-1.70,-2.20
2025-01-15T20:30:00,-7.85,-1.70,-2.20
2025-01-15T20:45:00,-7.85,-1.70,-2.20
2025-01-15T21:00:00,-7.85,-1.70,-2.20
2025-01-15T21:15:00,-8.12,-1.80,-2.77
2025-01-15T21:30:00,-8.12,-1.80,-2.77
2025-01-15T21:45:00,-8.12,-1.80,-2.77
2025-01-15T22:00:00,-8.12,-1.80,-2.77
2025-01-15T22:15:00,-8.12,-1.80,-2.77
2025-01-15T22:30:00,-8.12,-1.80,-2.77
2025-01-15T22:45:00,-8.12,-1.80,-2.77
2025-01-15T23:00:00,-8.12,-1.80,-2.77
2025-01-15T23:15:00,-8.12,-1.80,-2.77
2025-01-15T23:30:00,-8.12,-1.80,-2.77
2025-01-15T23:45:00,-8.12,-1.80,-2.77
2025-01-16T00:15:00,-28.18,-66.13,-12.51
2025-01-16T00:30:00,-28.18,-66.13,-12.51
2025-01-16T00:45:00,-28.18,-66.13,-12.51
2025-01-16T01:00:00,-28.18,-66.13,-12.51
2025-01-16T01:15:00,-28.18,-66.13,-12.51
2025-01-16T01:30:00,-28.18,-66.13,-12.51
2025-01-16T01:45:00,-28.18,-66.13,-12.51
2025-01-16T02:00:00,-12.66,-62.71,-2.36
2025-01-16T02:15:00,-12.66,-62.71,-2.36
2025-01-16T02:30:00,-12.66,-62.71,-2.36
2025-01-16T07:30:00,-7.34,-1.61,-0.29
2025-01-16T07:45:00,-7.34,-1.61,-0.29
2025-01-16T08:00:00,-7.34,-1.61,-0.29
2025-01-16T08:15:00,-7.34,-1.61,-0.29
2025-01-16T08:30:00,-7.34,-1.61,-0.29
2025-01-16T08:45:00,-7.34,-1.61,-0.29
2025-01-16T09:00:00,-7.34,-1.61,-0.29
2025-01-16T09:15:00,-7.34,-1.61,-0.29
2025-01-16T09:30:00,-7.34,-1.61,-0.29
2025-01-16T11:45:00,-12.83,-62.71,-6.76
2025-01-16T12:00:00,-12.83,-62.71,-6.76
2025-01-16T12:15:00,-12.83,-62.71,-6.76
2025-01-16T12:30:00,-12.83,-62.71,-6.76
2025-01-16T12:45:00,-12.83,-62.71,-6.76
2025-01-16T13:00:00,-12.83,-62.71,-6.76
2025-01-16T13:15:00,-12.83,-62.71,-6.76
2025-01-16T16:30:00,-12.72,-62.71,-4.66
2025-01-16T16:45:00,-12.72,-62.71,-4.66
2025-01-16T17:00:00,-12.72,-62.71,-4.66
2025-01-16T17:15:00,-12.72,-62.71,-4.66
2025-01-16T17:30:00,-12.72,-62.71,-4.66
2025-01-16T17:45:00,-12.72,-62.71,-4.66
2025-01-16T18:15:00,-20.67,-64.45,-9.65
2025-01-16T18:30:00,-20.67,-64.45,-9.65
2025-01-16T18:45:00,-28.46,-66.15,-13.01
2025-01-16T19:00:00,-15.75,-3.44,-8.11
2025-01-16T19:15:00,-23.87,-5.21,-13.39
2025-01-16T19:30:00,-23.87,-5.21,-13.39
2025-01-16T19:45:00,-23.87,-5.21,-13.39
2025-01-16T20:00:00,-23.87,-5.21,-13.39
2025-01-16T20:15:00,-23.87,-5.21,-13.39
2025-01-16T20:30:00,-23.87,-5.21,-13.39
2025-01-16T20:45:00,-23.87,-5.21,-13.39
2025-01-16T21:00:00,-23.87,-5.21,-13.39
2025-01-16T21:15:00,-54.82,-12.18,-27.49
2025-01-16T21:30:00,-54.82,-12.18,-27.49
2025-01-16T21:45:00,-54.82,-12.18,-27.49
2025-01-16T22:00:00,-54.82,-12.18,-27.49
2025-01-16T22:15:00,-54.82,-12.18,-27.49
2025-01-16T22:30:00,-54.82,-12.18,-27.49
2025-01-16T22:45:00,-54.82,-12.18,-27.49
2025-01-16T23:00:00,-54.82,-12.18,-27.49
2025-01-16T23:15:00,-54.82,-12.18,-27.49
2025-01-16T23:30:00,-54.82,-12.18,-27.49
2025-01-16T23:45:00,-54.82,-12.18,-27.49
2025-01-17T00:15:00,-39.05,-8.57,-19.68
2025-01-17T00:30:00,-39.05,-8.57,-19.68
2025-01-17T00:45:00,-39.05,-8.57,-19.68
2025-01-17T01:00:00,-39.05,-8.57,-19.68
2025-01-17T01:15:00,-39.05,-8.57,-19.68
2025-01-17T01:30:00,-7.89,-1.71,-2.30
2025-01-17T01:45:00,-7.89,-1.71,-2.30
2025-01-17T02:00:00,-7.89,-1.71,-2.30
2025-01-17T02:15:00,-7.89,-1.71,-2.30
2025-01-17T02:30:00,-7.89,-1.71,-2.30
2025-01-17T02:45:00,-7.89,-1.71,-2.30
2025-01-17T03:00:00,-7.89,-1.71,-2.30
2025-01-17T03:15:00,-7.89,-1.71,-2.30
2025-01-17T03:30:00,-7.89,-1.71,-2.30
2025-01-17T03:45:00,-7.89,-1.71,-2.30
2025-01-17T04:00:00,-7.89,-1.71,-2.30
2025-01-17T04:15:00,-7.89,-1.71,-2.30
2025-01-17T04:30:00,-7.89,-1.71,-2.30
2025-01-17T04:45:00,-7.89,-1.71,-2.30
2025-01-17T05:00:00,-7.89,-1.71,-2.30
2025-01-17T19:30:00,-15.47,-3.38,-16.33
2025-01-17T19:45:00,-15.47,-3.38,-16.33
2025-01-17T20:00:00,-15.47,-3.38,-16.33
2025-01-17T20:15:00,-15.47,-3.38,-16.33
2025-01-17T20:30:00,-15.47,-3.38,-16.33
2025-01-17T20:45:00,-15.47,-3.38,-16.33
2025-01-17T21:00:00,-15.47,-3.38,-16.33
2025-01-17T21:15:00,-15.80,-3.53,-6.18
2025-01-17T21:30:00,-15.80,-3.53,-6.18
2025-01-17T21:45:00,-15.80,-3.53,-6.18
2025-01-17T22:00:00,-15.80,-3.53,-6.18
2025-01-17T22:15:00,-15.80,-3.53,-6.18
2025-01-17T22:30:00,-15.80,-3.53,-6.18
2025-01-17T22:45:00,-15.80,-3.53,-6.18
2025-01-17T23:00:00,-15.80,-3.53,-6.18
2025-01-17T23:15:00,-15.80,-3.53,-6.18
2025-01-17T23:30:00,-15.80,-3.53,-6.18
2025-01-17T23:45:00,-15.80,-3.53,-6.18
2025-01-18T00:15:00,-30.95,-6.81,-16.25
2025-01-18T00:30:00,-15.81,-3.50,-10.40
2025-01-18T00:45:00,-15.81,-3.50,-10.40
2025-01-18T01:00:00,-15.81,-3.50,-10.40
2025-01-18T01:15:00,-15.81,-3.50,-10.40
2025-01-18T01:30:00,-15.81,-3.50,-10.40
2025-01-18T19:00:00,-12.64,-62.78,-4.25
2025-01-18T19:15:00,-12.64,-62.78,-4.25
2025-01-18T19:30:00,-12.64,-62.78,-4.25
2025-01-18T19:45:00,-12.64,-62.78,-4.25
2025-01-18T20:00:00,-12.64,-62.78,-4.25
2025-01-18T20:15:00,-12.64,-62.78,-4.25
2025-01-18T20:30:00,-12.64,-62.78,-4.25
2025-01-18T20:45:00,-12.64,-62.78,-4.25
2025-01-18T21:00:00,-12.64,-62.78,-4.25
2025-01-18T21:15:00,-15.34,-3.40,-4.33
2025-01-18T21:30:00,-15.34,-3.40,-4.33
2025-01-18T21:45:00,-15.34,-3.40,-4.33
2025-01-18T22:00:00,-15.34,-3.40,-4.33
2025-01-18T22:15:00,-15.34,-3.40,-4.33
2025-01-18T22:30:00,-15.34,-3.40,-4.33
2025-01-18T22:45:00,-15.34,-3.40,-4.33
2025-01-18T23:00:00,-15.34,-3.40,-4.33
2025-01-18T23:15:00,-15.34,-3.40,-4.33
2025-01-18T23:30:00,-15.34,-3.40,-4.33
2025-01-18T23:45:00,-15.34,-3.40,-4.33
2025-01-19T00:15:00,-13.46,-2.95,-0.75
2025-01-19T00:30:00,-13.46,-2.95,-0.75
2025-01-19T00:45:00,-13.46,-2.95,-0.75
2025-01-19T01:00:00,-13.46,-2.95,-0.75
2025-01-19T01:15:00,-13.46,-2.95,-0.75
2025-01-19T01:30:00,-13.46,-2.95,-0.75
2025-01-19T01:45:00,-13.46,-2.95,-0.75
2025-01-19T02:00:00,-13.46,-2.95,-0.75
2025-01-19T02:15:00,-13.46,-2.95,-0.75
2025-01-19T02:30:00,-13.46,-2.95,-0.75
2025-01-19T02:45:00,-13.46,-2.95,-0.75
2025-01-19T03:00:00,-13.46,-2.95,-0.75
2025-01-19T03:15:00,-13.46,-2.95,-0.75
2025-01-19T03:30:00,-13.46,-2.95,-0.75
2025-01-19T03:45:00,-13.46,-2.95,-0.75
2025-01-19T04:00:00,-13.46,-2.95,-0.75
2025-01-19T04:15:00,-13.46,-2.95,-0.75
2025-01-19T04:30:00,-13.46,-2.95,-0.75
2025-01-19T04:45:00,-13.46,-2.95,-0.75
2025-01-19T05:00:00,-13.46,-2.95,-0.75
2025-01-19T05:15:00,-13.46,-2.95,-0.75
2025-01-19T05:30:00,-13.46,-2.95,-0.75
2025-01-19T05:45:00,-13.46,-2.95,-0.75
2025-01-19T06:00:00,-13.46,-2.95,-0.75
2025-01-19T06:15:00,-13.46,-2.95,-0.75
2025-01-19T06:30:00,-13.46,-2.95,-0.75
2025-01-19T06:45:00,-13.46,-2.95,-0.75
2025-01-19T07:00:00,-13.46,-2.95,-0.75
2025-01-19T07:15:00,-13.46,-2.95,-0.75
2025-01-19T07:30:00,-13.46,-2.95,-0.75
2025-01-19T07:45:00,-13.46,-2.95,-0.75
2025-01-19T08:00:00,-13.46,-2.95,-0.75
2025-01-19T08:15:00,-13.46,-2.95,-0.75
2025-01-19T08:30:00,-13.46,-2.95,-0.75
2025-01-19T08:45:00,-13.46,-2.95,-0.75
2025-01-19T09:00:00,-13.46,-2.95,-0.75
2025-01-19T09:15:00,-13.46,-2.95,-0.75
2025-01-19T09:30:00,-13.46,-2.95,-0.75
2025-01-19T09:45:00,-13.46,-2.95,-0.75
2025-01-19T10:00:00,-13.46,-2.95,-0.75
2025-01-19T10:15:00,-13.46,-2.95,-0.75
2025-01-19T10:30:00,-13.46,-2.95,-0.75
2025-01-19T10:45:00,-13.46,-2.95,-0.75
2025-01-19T11:00:00,-28.66,-6.28,-22.68
2025-01-19T11:15:00,-28.66,-6.28,-22.68
2025-01-19T11:30:00,-15.20,-3.33,-21.93
2025-01-19T11:45:00,-15.20,-3.33,-21.93
2025-01-19T12:00:00,-15.20,-3.33,-21.93
2025-01-19T12:15:00,-15.20,-3.33,-21.93
2025-01-19T12:30:00,-15.20,-3.33,-21.93
2025-01-19T12:45:00,-15.20,-3.33,-21.93
2025-01-19T13:00:00,-15.20,-3.33,-21.93
2025-01-19T13:15:00,-15.20,-3.33,-21.93
2025-01-19T20:00:00,-15.78,-3.50,-8.78
2025-01-19T20:15:00,-15.78,-3.50,-8.78
2025-01-19T20:30:00,-15.78,-3.50,-8.78
2025-01-19T20:45:00,-15.78,-3.50,-8.78
2025-01-20T21:15:00,-15.30,-3.38,-2.79
2025-01-20T21:30:00,-15.30,-3.38,-2.79
2025-01-20T21:45:00,-15.30,-3.38,-2.79
2025-01-20T22:00:00,-15.30,-3.38,-2.79
2025-01-20T22:15:00,-15.30,-3.38,-2.79
2025-01-20T22:30:00,-15.30,-3.38,-2.79
2025-01-20T22:45:00,-15.30,-3.38,-2.79
2025-01-20T23:00:00,-15.30,-3.38,-2.79
2025-01-20T23:15:00,-15.30,-3.38,-2.79
2025-01-20T23:30:00,-15.30,-3.38,-2.79
2025-01-20T23:45:00,-15.30,-3.38,-2.79
2025-01-21T00:15:00,-12.74,-62.74,-7.82
2025-01-21T00:30:00,-12.74,-62.74,-7.82
2025-01-21T00:45:00,-12.74,-62.74,-7.82
2025-01-21T01:00:00,-12.74,-62.74,-7.82
2025-01-21T01:15:00,-12.74,-62.74,-7.82
2025-01-21T01:30:00,-12.74,-62.74,-7.82
2025-01-21T01:45:00,-12.74,-62.74,-7.82
2025-01-21T02:00:00,-12.74,-62.74,-7.82
2025-01-21T02:15:00,-12.74,-62.74,-7.82
2025-01-21T02:30:00,-12.74,-62.74,-7.82
2025-01-21T02:45:00,-12.74,-62.74,-7.82
2025-01-21T03:00:00,-12.74,-62.74,-7.82
2025-01-21T03:15:00,-12.74,-62.74,-7.82
2025-01-21T03:30:00,-12.74,-62.74,-7.82
2025-01-21T03:45:00,-12.74,-62.74,-7.82
2025-01-21T04:00:00,-12.74,-62.74,-7.82
2025-01-21T04:15:00,-12.74,-62.74,-7.82
2025-01-21T21:15:00,-8.09,-1.77,-5.36
2025-01-21T21:30:00,-16.13,-3.52,-13.03
2025-01-21T21:45:00,-16.13,-3.52,-13.03
2025-01-21T22:00:00,-16.13,-3.52,-13.03
2025-01-21T22:15:00,-16.13,-3.52,-13.03
2025-01-21T22:30:00,-16.13,-3.52,-13.03
2025-01-21T22:45:00,-16.13,-3.52,-13.03
2025-01-21T23:00:00,-16.13,-3.52,-13.03
2025-01-21T23:15:00,-16.13,-3.52,-13.03
2025-01-21T23:30:00,-16.13,-3.52,-13.03
2025-01-21T23:45:00,-16.13,-3.52,-13.03
2025-01-22T00:15:00,-20.97,-64.48,-8.01
2025-01-22T00:30:00,-20.97,-64.48,-8.01
2025-01-22T00:45:00,-20.97,-64.48,-8.01
2025-01-22T01:00:00,-20.97,-64.48,-8.01
2025-01-22T01:15:00,-20.97,-64.48,-8.01
2025-01-22T01:30:00,-20.97,-64.48,-8.01
2025-01-22T01:45:00,-12.85,-62.71,-3.28
2025-01-22T02:00:00,-12.85,-62.71,-3.28
2025-01-22T02:15:00,-12.85,-62.71,-3.28
2025-01-22T02:30:00,-12.85,-62.71,-3.28
2025-01-22T02:45:00,-12.85,-62.71,-3.28
2025-01-22T03:00:00,-12.85,-62.71,-3.28
2025-01-22T03:15:00,-12.85,-62.71,-3.28
2025-01-22T03:30:00,-12.85,-62.71,-3.28
2025-01-22T03:45:00,-12.85,-62.71,-3.28
2025-01-22T04:00:00,-12.85,-62.71,-3.28
2025-01-22T04:15:00,-12.85,-62.71,-3.28
2025-01-22T04:30:00,-12.85,-62.71,-3.28
2025-01-22T15:00:00,-15.51,-3.41,-10.12
2025-01-22T15:15:00,-15.51,-3.41,-10.12
2025-01-22T15:30:00,-15.51,-3.41,-10.12
2025-01-22T15:45:00,-15.51,-3.41,-10.12
2025-01-22T16:00:00,-15.51,-3.41,-10.12
2025-01-22T16:15:00,-15.51,-3.41,-10.12
2025-01-22T16:30:00,-15.51,-3.41,-10.12
2025-01-22T16:45:00,-15.51,-3.41,-10.12
2025-01-22T18:15:00,-12.74,-63.08,-0.29
2025-01-22T18:30:00,-12.74,-63.08,-0.29
2025-01-22T18:45:00,-12.74,-63.08,-0.29
2025-01-22T19:00:00,-12.74,-63.08,-0.29
2025-01-22T19:15:00,-12.74,-63.08,-0.29
2025-01-22T19:30:00,-20.78,-64.84,-3.84
2025-01-22T19:45:00,-20.78,-64.84,-3.84
2025-01-22T20:00:00,-20.78,-64.84,-3.84
2025-01-22T20:15:00,-20.78,-64.84,-3.84
2025-01-22T20:30:00,-28.83,-66.58,-12.13
2025-01-22T20:45:00,-28.83,-66.58,-12.13
2025-01-22T21:00:00,-28.83,-66.58,-12.13
2025-01-22T21:15:00,-36.38,-67.88,-13.72
