date,L3_P[MW],L5_P[MW],L5_P[MW],L6_P[MW],L5_P[MW],L5_P[MW],L5_P[MW],L5_P[MW],L5_P[MW],L5_P[MW],L2_P[MW],L7_P[MW],L5_P[MW],L4_P[MW],L5_P[MW],L5_P[MW],L5_P[MW],L1_P[MW],L5_P[MW],ChargerSim-0.Charger1_0-P[MW],Line_2-3_I[kA],Line_2-4_I[kA],Line_5-7_I[kA],Line_9-T1_I[kA],Line_7-8_I[kA],Line_6-8_I[kA],Line_6-7_I[kA],Line_3-4_I[kA],Line(4)_I[kA],Line_1-3_I[kA],Line_5-6_I[kA],Line_10-T1_I[kA],Line_I[kA],Line_1-2_I[kA]
2024-12-01 00:30:00,30.0,-10.0,0.0,15.0,-90.39326766782168,0.0,0.0,0.0,30.0,10.0,25.0,20.0,19.629999999999995,10.0,20.0,25.0,-5.0,40.0,10.0,-9.63,0.1100387841894385,0.1123913317814177,0.1064362783731762,0.1041475831266066,0.1999619808461905,0.223569721082728,0.0262447550237767,0.1503659970326629,0.3784076078857438,0.2691908584662424,0.0955042001963977,0.4158331491798692,0.094816173228684,0.1611119864440029
2024-12-01 00:31:30,30.0,-10.0,0.0,15.0,-90.39326766782168,0.0,0.0,0.0,30.0,10.0,25.0,20.0,19.629999999999995,10.0,20.0,25.0,-5.0,40.0,10.0,-9.63,0.1100387841894385,0.1123913317814177,0.1064362783731762,0.1041475831266066,0.1999619808461905,0.223569721082728,0.0262447550237767,0.1503659970326629,0.3784076078857438,0.2691908584662424,0.0955042001963977,0.4158331491798692,0.094816173228684,0.1611119864440029
2024-12-01 00:33:00,30.0,-10.0,0.0,15.0,-90.39326766782168,0.0,0.0,0.0,30.0,10.0,25.0,20.0,19.629999999999995,10.0,20.0,25.0,-5.0,40.0,10.0,-9.63,0.1100387841894385,0.1123913317814177,0.1064362783731762,0.1041475831266066,0.1999619808461905,0.223569721082728,0.0262447550237767,0.1503659970326629,0.3784076078857438,0.2691908584662424,0.0955042001963977,0.4158331491798692,0.094816173228684,0.1611119864440029
2024-12-01 00:34:30,30.0,-10.0,0.0,15.0,-90.39326766782168,0.0,0.0,0.0,30.0,10.0,25.0,20.0,19.629999999999995,10.0,20.0,25.0,-5.0,40.0,10.0,-9.63,0.1100387841894385,0.1123913317814177,0.1064362783731762,0.1041475831266066,0.1999619808461905,0.223569721082728,0.0262447550237767,0.1503659970326629,0.3784076078857438,0.2691908584662424,0.0955042001963977,0.4158331491798692,0.094816173228684,0.1611119864440029
2024-12-01 00:36:00,30.0,-10.0,0.0,15.0,-90.39326766782168,0.0,0.0,0.0,30.0,10.0,25.0,20.0,19.629999999999995,10.0,20.0,25.0,-5.0,40.0,10.0,-9.63,0.1100387841894385,0.1123913317814177,0.1064362783731762,0.1041475831266066,0.1999619808461905,0.223569721082728,0.0262447550237767,0.1503659970326629,0.3784076078857438,0.2691908584662424,0.0955042001963977,0.4158331491798692,0.094816173228684,0.1611119864440029
2024-12-01 00:37:30,30.0,-10.0,0.0,15.0,-90.39326766782168,0.0,0.0,0.0,30.0,10.0,25.0,20.0,19.629999999999995,10.0,20.0,25.0,-5.0,40.0,10.0,-9.63,0.1100387841894385,0.1123913317814177,0.1064362783731762,0.1041475831266066,0.1999619808461905,0.223569721082728,0.0262447550237767,0.1503659970326629,0.3784076078857438,0.2691908584662424,0.0955042001963977,0.4158331491798692,0.094816173228684,0.1611119864440029
2024-12-01 00:39:00,30.0,-10.0,0.0,15.0,-90.39326766782168,0.0,0.0,0.0,30.0,10.0,25.0,20.0,19.629999999999995,10.0,20.0,25.0,-5.0,40.0,10.0,-9.63,0.1100387841894385,0.1123913317814177,0.1064362783731762,0.1041475831266066,0.1999619808461905,0.223569721082728,0.0262447550237767,0.1503659970326629,0.3784076078857438,0.2691908584662424,0.0955042001963977,0.4158331491798692,0.094816173228684,0.1611119864440029
2024-12-01 00:40:30,30.0,-10.0,0.0,15.0,-90.39326766782168,0.0,0.0,0.0,30.0,10.0,25.0,20.0,19.629999999999995,10.0,20.0,25.0,-5.0,40.0,10.0,-9.63,0.1100387841894385,0.1123913317814177,0.1064362783731762,0.1041475831266066,0.1999619808461905,0.223569721082728,0.0262447550237767,0.1503659970326629,0.3784076078857438,0.2691908584662424,0.0955042001963977,0.4158331491798692,0.094816173228684,0.1611119864440029
2024-12-01 00:42:00,30.0,-10.0,0.0,15.0,-90.39326766782168,0.0,0.0,0.0,30.0,10.0,25.0,20.0,19.629999999999995,10.0,20.0,25.0,-5.0,40.0,10.0,-9.63,0.1100387841894385,0.1123913317814177,0.1064362783731762,0.1041475831266066,0.1999619808461905,0.223569721082728,0.0262447550237767,0.1503659970326629,0.3784076078857438,0.2691908584662424,0.0955042001963977,0.4158331491798692,0.094816173228684,0.1611119864440029
2024-12-01 00:43:30,30.0,-10.0,0.0,15.0,-90.39326766782168,0.0,0.0,0.0,30.0,10.0,25.0,20.0,19.629999999999995,10.0,20.0,25.0,-5.0,40.0,10.0,-9.63,0.1100387841894385,0.1123913317814177,0.1064362783731762,0.1041475831266066,0.1999619808461905,0.223569721082728,0.0262447550237767,0.1503659970326629,0.3784076078857438,0.2691908584662424,0.0955042001963977,0.4158331491798692,0.094816173228684,0.1611119864440029
2024-12-01 00:45:00,30.0,-10.0,0.0,15.0,-90.39326766782168,0.0,0.0,0.0,30.0,10.0,25.0,20.0,19.629999999999995,10.0,20.0,25.0,-5.0,40.0,10.0,-9.63,0.1100387841894385,0.1123913317814177,0.1064362783731762,0.1041475831266066,0.1999619808461905,0.223569721082728,0.0262447550237767,0.1503659970326629,0.3784076078857438,0.2691908584662424,0.0955042001963977,0.4158331491798692,0.094816173228684,0.1611119864440029
2024-12-01 00:46:30,30.0,-10.0,0.0,15.0,-90.39326766782168,0.0,0.0,0.0,30.0,10.0,25.0,20.0,19.629999999999995,10.0,20.0,25.0,-5.0,40.0,10.0,-9.63,0.1100387841894385,0.1123913317814177,0.1064362783731762,0.1041475831266066,0.1999619808461905,0.223569721082728,0.0262447550237767,0.1503659970326629,0.3784076078857438,0.2691908584662424,0.0955042001963977,0.4158331491798692,0.094816173228684,0.1611119864440029
2024-12-01 00:48:00,30.0,-10.0,0.0,15.0,-90.39326766782168,0.0,0.0,0.0,30.0,10.0,25.0,20.0,19.629999999999995,10.0,20.0,25.0,-5.0,40.0,10.0,-9.63,0.1100387841894385,0.1123913317814177,0.1064362783731762,0.1041475831266066,0.1999619808461905,0.223569721082728,0.0262447550237767,0.1503659970326629,0.3784076078857438,0.2691908584662424,0.0955042001963977,0.4158331491798692,0.094816173228684,0.1611119864440029
2024-12-01 00:49:30,30.0,-10.0,0.0,15.0,-90.39326766782168,0.0,0.0,0.0,30.0,10.0,25.0,20.0,19.629999999999995,10.0,20.0,25.0,-5.0,40.0,10.0,-9.63,0.1100387841894385,0.1123913317814177,0.1064362783731762,0.1041475831266066,0.1999619808461905,0.223569721082728,0.0262447550237767,0.1503659970326629,0.3784076078857438,0.2691908584662424,0.0955042001963977,0.4158331491798692,0.094816173228684,0.1611119864440029
2024-12-01 00:51:00,30.0,-10.0,0.0,15.0,-90.39326766782168,0.0,0.0,0.0,30.0,10.0,25.0,20.0,19.629999999999995,10.0,20.0,25.0,-5.0,40.0,10.0,-9.63,0.1100387841894385,0.1123913317814177,0.1064362783731762,0.1041475831266066,0.1999619808461905,0.223569721082728,0.0262447550237767,0.1503659970326629,0.3784076078857438,0.2691908584662424,0.0955042001963977,0.4158331491798692,0.094816173228684,0.1611119864440029
2024-12-01 00:52:30,30.0,-10.0,0.0,15.0,-90.39326766782168,0.0,0.0,0.0,30.0,10.0,25.0,20.0,19.629999999999995,10.0,20.0,25.0,-5.0,40.0,10.0,-9.63,0.1100387841894385,0.1123913317814177,0.1064362783731762,0.1041475831266066,0.1999619808461905,0.223569721082728,0.0262447550237767,0.1503659970326629,0.3784076078857438,0.2691908584662424,0.0955042001963977,0.4158331491798692,0.094816173228684,0.1611119864440029
2024-12-01 00:54:00,30.0,-10.0,0.0,15.0,-90.39326766782168,0.0,0.0,0.0,30.0,10.0,25.0,20.0,19.629999999999995,10.0,20.0,25.0,-5.0,40.0,10.0,-9.63,0.1100387841894385,0.1123913317814177,0.1064362783731762,0.1041475831266066,0.1999619808461905,0.223569721082728,0.0262447550237767,0.1503659970326629,0.3784076078857438,0.2691908584662424,0.0955042001963977,0.4158331491798692,0.094816173228684,0.1611119864440029
2024-12-01 00:55:30,30.0,-10.0,0.0,15.0,-90.39326766782168,0.0,0.0,0.0,30.0,10.0,25.0,20.0,19.629999999999995,10.0,20.0,25.0,-5.0,40.0,10.0,-9.63,0.1100387841894385,0.1123913317814177,0.1064362783731762,0.1041475831266066,0.1999619808461905,0.223569721082728,0.0262447550237767,0.1503659970326629,0.3784076078857438,0.2691908584662424,0.0955042001963977,0.4158331491798692,0.094816173228684,0.1611119864440029
2024-12-01 00:57:00,30.0,-10.0,0.0,15.0,-90.39326766782168,0.0,0.0,0.0,30.0,10.0,25.0,20.0,19.629999999999995,10.0,20.0,25.0,-5.0,40.0,10.0,-9.63,0.1100387841894385,0.1123913317814177,0.1064362783731762,0.1041475831266066,0.1999619808461905,0.223569721082728,0.0262447550237767,0.1503659970326629,0.3784076078857438,0.2691908584662424,0.0955042001963977,0.4158331491798692,0.094816173228684,0.1611119864440029
2024-12-01 00:58:30,30.0,-10.0,0.0,15.0,-90.39326766782168,0.0,0.0,0.0,30.0,10.0,25.0,20.0,19.629999999999995,10.0,20.0,25.0,-5.0,40.0,10.0,-9.63,0.1100387841894385,0.1123913317814177,0.1064362783731762,0.1041475831266066,0.1999619808461905,0.223569721082728,0.0262447550237767,0.1503659970326629,0.3784076078857438,0.2691908584662424,0.0955042001963977,0.4158331491798692,0.094816173228684,0.1611119864440029
2024-12-01 01:00:00,30.0,-10.0,0.0,15.0,-90.39326766782168,0.0,0.0,0.0,30.0,10.0,25.0,20.0,19.629999999999995,10.0,20.0,25.0,-5.0,40.0,10.0,-9.63,0.1100387841894385,0.1123913317814177,0.1064362783731762,0.1041475831266066,0.1999619808461905,0.223569721082728,0.0262447550237767,0.1503659970326629,0.3784076078857438,0.2691908584662424,0.0955042001963977,0.4158331491798692,0.094816173228684,0.1611119864440029
2024-12-01 01:01:30,30.0,-10.0,0.0,15.0,-90.39326766782168,0.0,0.0,0.0,30.0,10.0,25.0,20.0,19.629999999999995,10.0,20.0,25.0,-5.0,40.0,10.0,-9.63,0.1100387841894385,0.1123913317814177,0.1064362783731762,0.1041475831266066,0.1999619808461905,0.223569721082728,0.0262447550237767,0.1503659970326629,0.3784076078857438,0.2691908584662424,0.0955042001963977,0.4158331491798692,0.094816173228684,0.1611119864440029
2024-12-01 01:03:00,30.0,-10.0,0.0,15.0,-90.39326766782168,0.0,0.0,0.0,30.0,10.0,25.0,20.0,19.629999999999995,10.0,20.0,25.0,-5.0,40.0,10.0,-9.63,0.1100387841894385,0.1123913317814177,0.1064362783731762,0.1041475831266066,0.1999619808461905,0.223569721082728,0.0262447550237767,0.1503659970326629,0.3784076078857438,0.2691908584662424,0.0955042001963977,0.4158331491798692,0.094816173228684,0.1611119864440029
2024-12-01 01:04:30,30.0,-10.0,0.0,15.0,-90.39326766782168,0.0,0.0,0.0,30.0,10.0,25.0,20.0,19.629999999999995,10.0,20.0,25.0,-5.0,40.0,10.0,-9.63,0.1100387841894385,0.1123913317814177,0.1064362783731762,0.1041475831266066,0.1999619808461905,0.223569721082728,0.0262447550237767,0.1503659970326629,0.3784076078857438,0.2691908584662424,0.0955042001963977,0.4158331491798692,0.094816173228684,0.1611119864440029
2024-12-01 01:06:00,30.0,-10.0,0.0,15.0,-90.39326766782168,0.0,0.0,0.0,30.0,10.0,25.0,20.0,19.629999999999995,10.0,20.0,25.0,-5.0,40.0,10.0,-9.63,0.1100387841894385,0.1123913317814177,0.1064362783731762,0.1041475831266066,0.1999619808461905,0.223569721082728,0.0262447550237767,0.1503659970326629,0.3784076078857438,0.2691908584662424,0.0955042001963977,0.4158331491798692,0.094816173228684,0.1611119864440029
2024-12-01 01:07:30,30.0,-10.0,0.0,15.0,-90.39326766782168,0.0,0.0,0.0,30.0,10.0,25.0,20.0,19.629999999999995,10.0,20.0,25.0,-5.0,40.0,10.0,-9.63,0.1100387841894385,0.1123913317814177,0.1064362783731762,0.1041475831266066,0.1999619808461905,0.223569721082728,0.0262447550237767,0.1503659970326629,0.3784076078857438,0.2691908584662424,0.0955042001963977,0.4158331491798692,0.094816173228684,0.1611119864440029
2024-12-01 01:09:00,30.0,-10.0,0.0,15.0,-90.39326766782168,0.0,0.0,0.0,30.0,10.0,25.0,20.0,19.629999999999995,10.0,20.0,25.0,-5.0,40.0,10.0,-9.63,0.1100387841894385,0.1123913317814177,0.1064362783731762,0.1041475831266066,0.1999619808461905,0.223569721082728,0.0262447550237767,0.1503659970326629,0.3784076078857438,0.2691908584662424,0.0955042001963977,0.4158331491798692,0.094816173228684,0.1611119864440029
2024-12-01 01:10:30,30.0,-10.0,0.0,15.0,-90.39326766782168,0.0,0.0,0.0,30.0,10.0,25.0,20.0,19.629999999999995,10.0,20.0,25.0,-5.0,40.0,10.0,-9.63,0.1100387841894385,0.1123913317814177,0.1064362783731762,0.1041475831266066,0.1999619808461905,0.223569721082728,0.0262447550237767,0.1503659970326629,0.3784076078857438,0.2691908584662424,0.0955042001963977,0.4158331491798692,0.094816173228684,0.1611119864440029
2024-12-01 01:12:00,30.0,-10.0,0.0,15.0,-90.39326766782168,0.0,0.0,0.0,30.0,10.0,25.0,20.0,19.629999999999995,10.0,20.0,25.0,-5.0,40.0,10.0,-9.63,0.1100387841894385,0.1123913317814177,0.1064362783731762,0.1041475831266066,0.1999619808461905,0.223569721082728,0.0262447550237767,0.1503659970326629,0.3784076078857438,0.2691908584662424,0.0955042001963977,0.4158331491798692,0.094816173228684,0.1611119864440029
2024-12-01 01:13:30,30.0,-10.0,0.0,15.0,-90.39326766782168,0.0,0.0,0.0,30.0,10.0,25.0,20.0,19.629999999999995,10.0,20.0,25.0,-5.0,40.0,10.0,-9.63,0.1100387841894385,0.1123913317814177,0.1064362783731762,0.1041475831266066,0.1999619808461905,0.223569721082728,0.0262447550237767,0.1503659970326629,0.3784076078857438,0.2691908584662424,0.0955042001963977,0.4158331491798692,0.094816173228684,0.1611119864440029
2024-12-01 01:15:00,30.0,-10.0,0.0,15.0,-85.32691278823243,0.0,0.0,0.0,30.0,10.0,25.0,20.0,14.579999999999998,10.0,20.0,25.0,-5.0,40.0,10.0,-4.58,0.1063912341022486,0.1104765417341345,0.1093566770540513,0.0908319927652731,0.2012152047929875,0.2222276637291159,0.0188059355758899,0.1452270010785142,0.344663838623607,0.2554984606820023,0.0970431050750274,0.3625717490702951,0.0863860408040041,0.1535108204133662
2024-12-01 01:16:30,30.0,-10.0,0.0,15.0,-85.32691278823243,0.0,0.0,0.0,30.0,10.0,25.0,20.0,14.579999999999998,10.0,20.0,25.0,-5.0,40.0,10.0,-4.58,0.1063912341022486,0.1104765417341345,0.1093566770540513,0.0908319927652731,0.2012152047929875,0.2222276637291159,0.0188059355758899,0.1452270010785142,0.344663838623607,0.2554984606820023,0.0970431050750274,0.3625717490702951,0.0863860408040041,0.1535108204133662
2024-12-01 01:18:00,30.0,-10.0,0.0,15.0,-85.32691278823243,0.0,0.0,0.0,30.0,10.0,25.0,20.0,14.579999999999998,10.0,20.0,25.0,-5.0,40.0,10.0,-4.58,0.1063912341022486,0.1104765417341345,0.1093566770540513,0.0908319927652731,0.2012152047929875,0.2222276637291159,0.0188059355758899,0.1452270010785142,0.344663838623607,0.2554984606820023,0.0970431050750274,0.3625717490702951,0.0863860408040041,0.1535108204133662
2024-12-01 01:19:30,30.0,-10.0,0.0,15.0,-85.32691278823243,0.0,0.0,0.0,30.0,10.0,25.0,20.0,14.579999999999998,10.0,20.0,25.0,-5.0,40.0,10.0,-4.58,0.1063912341022486,0.1104765417341345,0.1093566770540513,0.0908319927652731,0.2012152047929875,0.2222276637291159,0.0188059355758899,0.1452270010785142,0.344663838623607,0.2554984606820023,0.0970431050750274,0.3625717490702951,0.0863860408040041,0.1535108204133662
2024-12-01 01:21:00,30.0,-10.0,0.0,15.0,-85.32691278823243,0.0,0.0,0.0,30.0,10.0,25.0,20.0,14.579999999999998,10.0,20.0,25.0,-5.0,40.0,10.0,-4.58,0.1063912341022486,0.1104765417341345,0.1093566770540513,0.0908319927652731,0.2012152047929875,0.2222276637291159,0.0188059355758899,0.1452270010785142,0.344663838623607,0.2554984606820023,0.0970431050750274,0.3625717490702951,0.0863860408040041,0.1535108204133662
2024-12-01 01:22:30,30.0,-10.0,0.0,15.0,-85.32691278823243,0.0,0.0,0.0,30.0,10.0,25.0,20.0,14.579999999999998,10.0,20.0,25.0,-5.0,40.0,10.0,-4.58,0.1063912341022486,0.1104765417341345,0.1093566770540513,0.0908319927652731,0.2012152047929875,0.2222276637291159,0.0188059355758899,0.1452270010785142,0.344663838623607,0.2554984606820023,0.0970431050750274,0.3625717490702951,0.0863860408040041,0.1535108204133662
2024-12-01 01:24:00,30.0,-10.0,0.0,15.0,-85.32691278823243,0.0,0.0,0.0,30.0,10.0,25.0,20.0,14.579999999999998,10.0,20.0,25.0,-5.0,40.0,10.0,-4.58,0.1063912341022486,0.1104765417341345,0.1093566770540513,0.0908319927652731,0.2012152047929875,0.2222276637291159,0.0188059355758899,0.1452270010785142,0.344663838623607,0.2554984606820023,0.0970431050750274,0.3625717490702951,0.0863860408040041,0.1535108204133662
2024-12-01 01:25:30,30.0,-10.0,0.0,15.0,-85.32691278823243,0.0,0.0,0.0,30.0,10.0,25.0,20.0,14.579999999999998,10.0,20.0,25.0,-5.0,40.0,10.0,-4.58,0.1063912341022486,0.1104765417341345,0.1093566770540513,0.0908319927652731,0.2012152047929875,0.2222276637291159,0.0188059355758899,0.1452270010785142,0.344663838623607,0.2554984606820023,0.0970431050750274,0.3625717490702951,0.0863860408040041,0.1535108204133662
2024-12-01 01:27:00,30.0,-10.0,0.0,15.0,-85.32691278823243,0.0,0.0,0.0,30.0,10.0,25.0,20.0,14.579999999999998,10.0,20.0,25.0,-5.0,40.0,10.0,-4.58,0.1063912341022486,0.1104765417341345,0.1093566770540513,0.0908319927652731,0.2012152047929875,0.2222276637291159,0.0188059355758899,0.1452270010785142,0.344663838623607,0.2554984606820023,0.0970431050750274,0.3625717490702951,0.0863860408040041,0.1535108204133662
2024-12-01 01:28:30,30.0,-10.0,0.0,15.0,-85.32691278823243,0.0,0.0,0.0,30.0,10.0,25.0,20.0,14.579999999999998,10.0,20.0,25.0,-5.0,40.0,10.0,-4.58,0.1063912341022486,0.1104765417341345,0.1093566770540513,0.0908319927652731,0.2012152047929875,0.2222276637291159,0.0188059355758899,0.1452270010785142,0.344663838623607,0.2554984606820023,0.0970431050750274,0.3625717490702951,0.0863860408040041,0.1535108204133662
2024-12-01 01:30:00,30.0,-10.0,0.0,15.0,-85.32691278823243,0.0,0.0,0.0,30.0,10.0,25.0,20.0,14.579999999999998,10.0,20.0,25.0,-5.0,40.0,10.0,-4.58,0.1063912341022486,0.1104765417341345,0.1093566770540513,0.0908319927652731,0.2012152047929875,0.2222276637291159,0.0188059355758899,0.1452270010785142,0.344663838623607,0.2554984606820023,0.0970431050750274,0.3625717490702951,0.0863860408040041,0.1535108204133662
2024-12-01 01:31:30,30.0,-10.0,0.0,15.0,-85.32691278823243,0.0,0.0,0.0,30.0,10.0,25.0,20.0,14.579999999999998,10.0,20.0,25.0,-5.0,40.0,10.0,-4.58,0.1063912341022486,0.1104765417341345,0.1093566770540513,0.0908319927652731,0.2012152047929875,0.2222276637291159,0.0188059355758899,0.1452270010785142,0.344663838623607,0.2554984606820023,0.0970431050750274,0.3625717490702951,0.0863860408040041,0.1535108204133662
2024-12-01 01:33:00,30.0,-10.0,0.0,15.0,-85.32691278823243,0.0,0.0,0.0,30.0,10.0,25.0,20.0,14.579999999999998,10.0,20.0,25.0,-5.0,40.0,10.0,-4.58,0.1063912341022486,0.1104765417341345,0.1093566770540513,0.0908319927652731,0.2012152047929875,0.2222276637291159,0.0188059355758899,0.1452270010785142,0.344663838623607,0.2554984606820023,0.0970431050750274,0.3625717490702951,0.0863860408040041,0.1535108204133662
2024-12-01 01:34:30,30.0,-10.0,0.0,15.0,-85.32691278823243,0.0,0.0,0.0,30.0,10.0,25.0,20.0,14.579999999999998,10.0,20.0,25.0,-5.0,40.0,10.0,-4.58,0.1063912341022486,0.1104765417341345,0.1093566770540513,0.0908319927652731,0.2012152047929875,0.2222276637291159,0.0188059355758899,0.1452270010785142,0.344663838623607,0.2554984606820023,0.0970431050750274,0.3625717490702951,0.0863860408040041,0.1535108204133662
2024-12-01 01:36:00,30.0,-10.0,0.0,15.0,-85.32691278823243,0.0,0.0,0.0,30.0,10.0,25.0,20.0,14.579999999999998,10.0,20.0,25.0,-5.0,40.0,10.0,-4.58,0.1063912341022486,0.1104765417341345,0.1093566770540513,0.0908319927652731,0.2012152047929875,0.2222276637291159,0.0188059355758899,0.1452270010785142,0.344663838623607,0.2554984606820023,0.0970431050750274,0.3625717490702951,0.0863860408040041,0.1535108204133662
2024-12-01 01:37:30,30.0,-10.0,0.0,15.0,-85.32691278823243,0.0,0.0,0.0,30.0,10.0,25.0,20.0,14.579999999999998,10.0,20.0,25.0,-5.0,40.0,10.0,-4.58,0.1063912341022486,0.1104765417341345,0.1093566770540513,0.0908319927652731,0.2012152047929875,0.2222276637291159,0.0188059355758899,0.1452270010785142,0.344663838623607,0.2554984606820023,0.0970431050750274,0.3625717490702951,0.0863860408040041,0.1535108204133662
2024-12-01 01:39:00,30.0,-10.0,0.0,15.0,-85.32691278823243,0.0,0.0,0.0,30.0,10.0,25.0,20.0,14.579999999999998,10.0,20.0,25.0,-5.0,40.0,10.0,-4.58,0.1063912341022486,0.1104765417341345,0.1093566770540513,0.0908319927652731,0.2012152047929875,0.2222276637291159,0.0188059355758899,0.1452270010785142,0.344663838623607,0.2554984606820023,0.0970431050750274,0.3625717490702951,0.0863860408040041,0.1535108204133662
2024-12-01 01:40:30,30.0,-10.0,0.0,15.0,-85.32691278823243,0.0,0.0,0.0,30.0,10.0,25.0,20.0,14.579999999999998,10.0,20.0,25.0,-5.0,40.0,10.0,-4.58,0.1063912341022486,0.1104765417341345,0.1093566770540513,0.0908319927652731,0.2012152047929875,0.2222276637291159,0.0188059355758899,0.1452270010785142,0.344663838623607,0.2554984606820023,0.0970431050750274,0.3625717490702951,0.0863860408040041,0.1535108204133662
